Team,Player,No,Position,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,Season,file,Unnamed: 0,No.,Name,Yr.,Ht.,Wt.,Team.1,Age
Niagara,Olivier Gauthier,11.0,Forwards,Sr,10-May,185.0,1999-04-09,"Ferme-Neuve, Que.",70.0,,,,Alaska-Anchorage,WCHA,2023.0,roster_data_2023.csv,,,,,,,,9120
Niagara,Christian Gorscak,20.0,Forwards,Sr,11-May,183.0,2000-06-08,"Jeannette, Pa.",71.0,,,,Johnstown,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8694
Niagara,Noah Hackett,34.0,Forwards,So,1-Jun,174.0,2001-12-11,"Ponoka, Alb.",73.0,,,,Brooks,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8143
Niagara,Aron Jessli,27.0,Forwards,Fr,1-Jun,185.0,2004-10-29,"Lørenskog, Norway",73.0,,,,Pickering,OJHL,2023.0,roster_data_2023.csv,,,,,,,,7090
Niagara,Steven Kesslering,7.0,Forwards,Fr,11-May,190.0,2002-05-17,"Viceroy, Sask.",71.0,,,,Battleford,SJHL,2023.0,roster_data_2023.csv,,,,,,,,7986
Niagara,Jaedon Leslie,16.0,Forwards,Fr,1-Jun,187.0,1998-08-04,"St. Albert, Alb.",73.0,,,,Ohio State,B10,2023.0,roster_data_2023.csv,,,,,,,,9368
Niagara,Connor Mylymok,14.0,Forwards,Sr,1-Jun,205.0,2000-03-18,"Wilcox, Miss.",73.0,,,,Alaska,D1 Independent,2023.0,roster_data_2023.csv,,,,,,,,8776
Niagara,Luke Mylymok,8.0,Forwards,Sr,10-May,185.0,2001-09-29,"Wilcox, Sask.",70.0,,,,Minnesota Duluth,NCHC,2023.0,roster_data_2023.csv,,,,,,,,8216
Niagara,Shane Ott,21.0,Forwards,Jr,1-Jun,181.0,2000-07-21,"Centennial, Colo.",73.0,,,,Janesville,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8651
Niagara,Glebs Prohorenkovs,4.0,Forwards,So,2-Jun,187.0,2001-11-12,"Riga, Latvia",74.0,,,,Amarillo,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8172
Niagara,Carter Randklev,10.0,Forwards,Sr,8-May,163.0,1999-11-05,"Moorhead, Minn.",68.0,,,,Fargo,USHL,2023.0,roster_data_2023.csv,,,,,,,,8910
Niagara,Jack Richard,13.0,Forwards,Fr,4-Jun,180.0,2002-12-13,"Stoney Creek, Ont.",76.0,2022.0,BUF,6.0,Burlington,OJHL,2023.0,roster_data_2023.csv,,,,,,,,7776
Niagara,Lars Rodne,23.0,Forwards,Jr,Jun-00,181.0,2000-07-22,"Stavanger, Norway",72.0,,,,Bismarck,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8650
Niagara,Drew Vieten,19.0,Forwards,So,1-Jun,190.0,2001-01-10,"Calabasas, Calif.",73.0,,,,Wichita Falls,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8478
Niagara,Tyler Wallace,18.0,Forwards,Fr,2-Jun,188.0,2002-05-19,"Calgary, Alb.",74.0,,,,Blackfalds,AJHL,2023.0,roster_data_2023.csv,,,,,,,,7984
Niagara,Johnny Wescoe,25.0,Forwards,So,8-May,150.0,2001-06-06,"Mechanicsburg, Pa.",68.0,,,,New Jersey,NCDC,2023.0,roster_data_2023.csv,,,,,,,,8331
Niagara,Mitchell Day,30.0,Goaltenders,Fr,10-May,175.0,2002-01-18,,70.0,,,,North Iowa,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8105
Niagara,Jarrett Fiske,31.0,Goaltenders,Gr,4-Jun,190.0,1999-05-28,"Erie, Pa.",76.0,,,,American Int'l,AHA,2023.0,roster_data_2023.csv,,,,,,,,9071
Niagara,Josh Lacelle,1.0,Goaltenders,Sr,Jun-00,161.0,2000-11-22,"Ottawa, Ont.",72.0,,,,Niagara,ACHA,2023.0,roster_data_2023.csv,,,,,,,,8527
Niagara,Ryan Ouellette,39.0,Goaltenders,Jr,Jun-00,185.0,2000-12-06,"Colorado Springs, Colo.",72.0,,,,Wisconsin-Eau Claire,NCAA D3,2023.0,roster_data_2023.csv,,,,,,,,8513
Holy Cross,Will Elias,13.0,Defensemen,Fr,Jun-00,180.0,2003-01-28,"Weston, Mass.",72.0,,,,Cowichan,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7730
Holy Cross,Brody Gagno,3.0,Defensemen,Fr,1-Jun,190.0,2002-07-29,"Langley, B.C.",73.0,,,,Surrey,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7913
Holy Cross,Jake Higgins,4.0,Defensemen,Sr,2-Jun,205.0,2001-06-09,"Hingham, Mass.",74.0,,,,Deerfield Academy,PREP,2023.0,roster_data_2023.csv,,,,,,,,8328
Holy Cross,Mack Oliphant,27.0,Defensemen,So,3-Jun,195.0,2002-12-28,"Northbrook, Ill.",75.0,,,,Johnstown,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7761
Holy Cross,Nic Petruolo,37.0,Defensemen,Sr,2-Jun,195.0,2000-01-29,"Neshanic Station, N.J.",74.0,,,,Union,ECAC,2023.0,roster_data_2023.csv,,,,,,,,8825
Holy Cross,Jack Robilotti,2.0,Defensemen,Sr,3-Jun,194.0,2001-07-18,"New York, N.Y.",75.0,,,,Fargo,USHL,2023.0,roster_data_2023.csv,,,,,,,,8289
Holy Cross,Matt Shatsky,14.0,Defensemen,Jr,Jun-00,180.0,2001-04-29,"Winnipeg, Man.",72.0,,,,Sherwood Park,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8369
Holy Cross,Charlie Spence,8.0,Defensemen,So,Jun-00,185.0,2002-03-18,"Boston, Mass.",72.0,,,,Boston,NCDC,2023.0,roster_data_2023.csv,,,,,,,,8046
Holy Cross,William Troutwine,5.0,Defensemen,Fr,3-Jun,215.0,2002-06-23,"Eveleth, Minn.",75.0,,,,Janesville,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7949
Holy Cross,Alec Cicero,21.0,Forwards,Sr,10-May,180.0,2001-03-09,"Williamsville, N.Y.",70.0,,,,Buffalo Jr. Sabres,OJHL,2023.0,roster_data_2023.csv,,,,,,,,8420
Holy Cross,Matt DeBoer,17.0,Forwards,So,Jun-00,185.0,2002-09-02,"Madison, N.J.",72.0,,,,Green Bay,USHL,2023.0,roster_data_2023.csv,,,,,,,,7878
Holy Cross,Ty Gagno,18.0,Forwards,Fr,2-Jun,185.0,2003-10-01,"Langley, B.C.",74.0,,,,Prince George,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7484
Holy Cross,John Gelatt,24.0,Forwards,Jr,11-May,195.0,2001-04-29,"Middletown, N.J.",71.0,,,,Johnstown,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8369
Holy Cross,Tyler Ghirardosi,39.0,Forwards,Sr,3-Jun,185.0,1999-10-01,"Trail, B.C.",75.0,,,,Trail,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8945
Holy Cross,Matt Guerra,12.0,Forwards,Sr,8-May,165.0,1999-05-21,"Sanford, Fla.",68.0,,,,Lone Star,NAHL,2023.0,roster_data_2023.csv,,,,,,,,9078
Holy Cross,Michael Hodge,40.0,Forwards,Jr,8-May,155.0,2000-05-30,"Calgary, Alb.",68.0,,,,Union,ECAC,2023.0,roster_data_2023.csv,,,,,,,,8703
Holy Cross,Liam McLinskey,10.0,Forwards,Jr,3-Jun,165.0,2001-02-20,"Pearl River, N.Y.",75.0,,,,Quinnipiac,ECAC,2023.0,roster_data_2023.csv,,,,,,,,8437
Holy Cross,Devin Phillips,20.0,Forwards,So,9-May,170.0,2001-07-12,"Raleigh, N.C.",69.0,,,,Brooks,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8295
Holy Cross,Jack Ricketts,15.0,Forwards,Sr,1-Jun,195.0,1999-09-08,"Oakville, Ont.",73.0,,,,Oakville,OJHL,2023.0,roster_data_2023.csv,,,,,,,,8968
Holy Cross,Jack Seymour,28.0,Forwards,So,11-May,170.0,2001-04-06,"Chelsea, Que.",71.0,,,,Chilliwack,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8392
Holy Cross,Joe Solimine,34.0,Forwards,So,8-May,165.0,2002-03-03,"Middleton, Mass.",68.0,,,,Boston,NCDC,2023.0,roster_data_2023.csv,,,,,,,,8061
Holy Cross,Jack Stockfish,19.0,Forwards,Fr,4-Jun,215.0,2002-09-30,"North Bay, Ont.",76.0,,,,Prince George,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7850
Holy Cross,Lucas Thorne,22.0,Forwards,Sr,Jun-00,185.0,1999-03-05,"Dunville, Ont.",72.0,,,,Bonnyville,AJHL,2023.0,roster_data_2023.csv,,,,,,,,9155
Holy Cross,Connor Welsh,29.0,Forwards,Fr,11-May,175.0,2004-01-02,"Greenwich, Conn.",71.0,,,,Vernon,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7391
Holy Cross,Thomas Gale,33.0,Goaltenders,Jr,1-Jun,180.0,2000-06-10,"Kirkland, Que.",73.0,,,,PAL,NCDC,2023.0,roster_data_2023.csv,,,,,,,,8692
Holy Cross,Jason Grande,30.0,Goaltenders,Sr,3-Jun,190.0,1999-02-07,"West Chester, Pa.",75.0,,,,Bentley,AHA,2023.0,roster_data_2023.csv,,,,,,,,9181
Holy Cross,Louden Hogg,1.0,Goaltenders,So,11-May,160.0,2002-10-18,"Cheyenne, Wyo.",71.0,,,,Fargo,USHL,2023.0,roster_data_2023.csv,,,,,,,,7832
Alaska,Arvils Bergmanis,38.0,Defensemen,Jr,11-May,187.0,1999-12-29,"Riga, Latvia",71.0,,,,Olimp Riga,,2023.0,roster_data_2023.csv,,,,,,,,8856
Alaska,Dawson Bruneski,39.0,Defensemen,Gr,11-May,203.0,1999-06-24,"Camrose, Alb.",71.0,,,,Maine,HEA,2023.0,roster_data_2023.csv,,,,,,,,9044
Alaska,Will Hilfiker,8.0,Defensemen,So,2-Jun,205.0,2001-08-07,"Middletown, N.J.",74.0,,,,Bonnyville,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8269
Alaska,Xavier Jean-Louis,13.0,Defensemen,So,5-Jun,205.0,2001-06-25,"Montreal, Que.",77.0,,,,Austin,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8312
Alaska,T.J. Lloyd,6.0,Defensemen,Gr,9-May,175.0,1999-11-15,"Lloydminster, Sask.",69.0,,,,Bowling Green,CCHA,2023.0,roster_data_2023.csv,,,,,,,,8900
Alaska,A.J. Macaulay,12.0,Defensemen,So,9-May,175.0,2002-04-12,"Bonnyville, Alb.",69.0,,,,Bonnyville,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8021
Alaska,Caleb MacDonald,9.0,Defensemen,Fr,4-Jun,216.0,2002-11-29,"Cambridge, Ont.",76.0,,,,Whitecourt,AJHL,2023.0,roster_data_2023.csv,,,,,,,,7790
Alaska,Derek Pys,17.0,Defensemen,Fr,Jun-00,172.0,2002-04-30,"Ayr, Ont.",72.0,,,,Sherwood Park,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8003
Alaska,Broten Sabo,7.0,Defensemen,Fr,2-Jun,194.0,2002-08-09,"Rosemount, Minn.",74.0,,,,St. Cloud,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7902
Alaska,Cade Ahrenholz,20.0,Forwards,So,3-Jun,218.0,2002-11-30,"Lakeville, Minn.",75.0,,,,Colorado College,NCHC,2023.0,roster_data_2023.csv,,,,,,,,7789
Alaska,Edvards Bergmanis,18.0,Forwards,Fr,10-May,170.0,2002-04-04,"Spilve, Latvia",70.0,,,,Peoria,NA3HL,2023.0,roster_data_2023.csv,,,,,,,,8029
Alaska,Braden Birnie,15.0,Forwards,So,2-Jun,195.0,2001-08-19,"Weyburn, Sask.",74.0,,,,Steinbach,MJHL,2023.0,roster_data_2023.csv,,,,,,,,8257
Alaska,Chase Dafoe,37.0,Forwards,Jr,3-Jun,201.0,2002-02-25,"Beverly, Mass.",75.0,,,,Providence,HEA,2023.0,roster_data_2023.csv,,,,,,,,8067
Alaska,Chase Dubois,16.0,Forwards,Jr,9-May,160.0,1998-03-12,"Williams Lake, B.C.",69.0,,,,West Kelowna,BCHL,2023.0,roster_data_2023.csv,,,,,,,,9513
Alaska,Kyle Gaffney,34.0,Forwards,So,Jun-00,180.0,2001-09-05,"Plymouth, Mich.",72.0,,,,Aberdeen,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8240
Alaska,Harrison Israels,24.0,Forwards,Jr,1-Jun,200.0,1999-09-01,"Mississauga, Ont.",73.0,,,,Oakville,OJHL,2023.0,roster_data_2023.csv,,,,,,,,8975
Alaska,Matt Koethe,40.0,Forwards,Jr,10-May,185.0,1999-09-28,"Minnetonka, Minn.",70.0,,,,Fairbanks,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8948
Alaska,William Lawson-Body,10.0,Forwards,Fr,10-May,170.0,2002-04-04,"Grand Forks, N.D.",70.0,,,,Oklahoma,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8029
Alaska,Payton Matsui,26.0,Forwards,Jr,7-May,160.0,2000-04-15,"Lakeville, Minn.",67.0,,,,Aberdeen,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8748
Alaska,Cade Neilson,25.0,Forwards,So,Jun-00,193.0,2001-05-15,"Lafayette, La.",72.0,,,,Aberdeen,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8353
Alaska,Brayden Nicholetts,28.0,Forwards,Jr,11-May,180.0,1999-08-27,"Spruce Grove, Alb.",71.0,,,,Spruce Grove,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8980
Alaska,Matteo Pecchia,27.0,Forwards,Jr,10-May,185.0,2000-06-05,"Nobelton, Ont.",70.0,,,,Mississauga,OJHL,2023.0,roster_data_2023.csv,,,,,,,,8697
Alaska,Brady Risk,11.0,Forwards,Jr,9-May,175.0,1999-03-16,"Medicine Hat, Alb.",69.0,,,,Drumheller,AJHL,2023.0,roster_data_2023.csv,,,,,,,,9144
Alaska,Anton Rubtsov,14.0,Forwards,Jr,10-May,165.0,1999-03-06,"St. Petersburg, Russia",70.0,,,,Shreveport,NAHL,2023.0,roster_data_2023.csv,,,,,,,,9154
Alaska,Jonny Sorenson,4.0,Forwards,Gr,1-Jun,180.0,1999-09-21,"St. Louis Park, Minn.",73.0,,,,Minnesota,B10,2023.0,roster_data_2023.csv,,,,,,,,8955
Alaska,Filip Wiberg,36.0,Forwards,Fr,2-Jun,201.0,2002-07-15,"Trondheim, Norway",74.0,,,,Maine,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7927
Alaska,Pierce Charleson,29.0,Goaltenders,Sr,2-Jun,194.0,2000-02-27,"Aurora, Ont.",74.0,,,,Michigan State,B10,2023.0,roster_data_2023.csv,,,,,,,,8796
Alaska,Will Hambley,1.0,Goaltenders,Fr,3-Jun,190.0,2002-04-29,"Cole Harbour, N.S.",75.0,,,,Western Michigan,,2023.0,roster_data_2023.csv,,,,,,,,8004
Alaska,Lassi Lehti,35.0,Goaltenders,So,3-Jun,210.0,2001-11-29,"Espoo, Finland",75.0,,,,Minot,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8155
Alaska Anchorage,Brett Bamber,77.0,Defensemen,So,9-May,175.0,2001-07-07,"St. Albert, Alb.",69.0,,,,Drayton Valley,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8300
Alaska Anchorage,James Darby,44.0,Defensemen,So,3-Jun,204.0,2001-04-12,"North Vancouver, B.C.",75.0,,,,Surrey,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8386
Alaska Anchorage,Dylan Finlay,26.0,Defensemen,So,1-Jun,178.0,2001-10-24,"L'Île-Bizard, Que.",73.0,,,,Powell River,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8191
Alaska Anchorage,William Gilson,8.0,Defensemen,So,Jun-00,170.0,2001-06-28,"Old Greenwich, Conn.",72.0,,,,Aberdeen,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8309
Alaska Anchorage,Davis Goukler,4.0,Defensemen,So,1-Jun,195.0,2001-04-22,"Cumming, Ga.",73.0,,,,Shreveport,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8376
Alaska Anchorage,Caleb Huffman,25.0,Defensemen,So,4-Jun,190.0,2002-01-31,"Fairbanks, Alaska",76.0,,,,Kenai,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8092
Alaska Anchorage,Carson Kosobud,7.0,Defensemen,Jr,Jun-00,190.0,1999-06-04,"Moorhead, Minn.",72.0,,,,Arizona State,D1 Ind.,2023.0,roster_data_2023.csv,,,,,,,,9064
Alaska Anchorage,Max Osborne,2.0,Defensemen,Sr,10-May,180.0,1999-02-01,"Anchorage, Alaska",70.0,,,,Saint John's University,,2023.0,roster_data_2023.csv,,,,,,,,9187
Alaska Anchorage,Gunnar VanDamme,17.0,Defensemen,Fr,Jun-00,190.0,2002-12-08,"Pittsford, N.Y.",72.0,,,,Maryland,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7781
Alaska Anchorage,Matt Allen,20.0,Forwards,Sr,10-May,168.0,2000-05-13,"Minco, Okla.",70.0,,,,Mass.-Lowell,HEA,2023.0,roster_data_2023.csv,,,,,,,,8720
Alaska Anchorage,Ben Almquist,11.0,Forwards,Sr,Jun-00,185.0,1999-10-01,"Victoria, Minn.",72.0,,,,Minnesota-Duluth,WCHA,2023.0,roster_data_2023.csv,,,,,,,,8945
Alaska Anchorage,Ben Anderson,21.0,Forwards,Fr,5-Jun,209.0,2002-03-01,"Crystal, Minn.",77.0,,,,Wisconsin,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8063
Alaska Anchorage,Carter Belitski,37.0,Forwards,So,1-Jun,180.0,2001-01-13,"Regina, Sask.",73.0,,,,Drumheller,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8475
Alaska Anchorage,Conor Cole,9.0,Forwards,So,10-May,183.0,2001-10-28,"St. John's, Newf.",70.0,,,,Maryland,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8187
Alaska Anchorage,Alex Gomez,74.0,Forwards,So,4-Jun,185.0,2001-07-18,"Parker, Colo.",76.0,,,,New Mexico,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8289
Alaska Anchorage,Maximilion Helgeson,23.0,Forwards,Jr,1-Jun,185.0,2000-12-05,"Anchorage, Alaska",73.0,,,,Lindenwood,ACHA,2023.0,roster_data_2023.csv,,,,,,,,8514
Alaska Anchorage,Matt Johnson,28.0,Forwards,So,1-Jun,195.0,2001-11-25,"Calgary, Alb.",73.0,,,,Anchorage,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8159
Alaska Anchorage,Matt Kinash,13.0,Forwards,Jr,Jun-00,185.0,1999-12-15,"Edmonton, Alb.",72.0,,,,Mass.-Lowell,HEA,2023.0,roster_data_2023.csv,,,,,,,,8870
Alaska Anchorage,Mitch Lafay,12.0,Forwards,Fr,6-Jun,209.0,2002-08-06,"Stratford, Ont.",78.0,,,,Trenton,OJHL,2023.0,roster_data_2023.csv,,,,,,,,7905
Alaska Anchorage,Brandon Lajoie,6.0,Forwards,So,11-May,180.0,2001-10-18,"Eagle River, Alaska",71.0,,,,St. Cloud,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8197
Alaska Anchorage,Connor Marritt,14.0,Forwards,So,1-Jun,174.0,1999-03-14,"Kelowna, B.C.",73.0,,,,Northern Michigan,CCHA,2023.0,roster_data_2023.csv,,,,,,,,9146
Alaska Anchorage,Karter McNarland,43.0,Forwards,Fr,11-May,170.0,2003-02-10,"Saskatoon, Sask.",71.0,,,,Powell,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7717
Alaska Anchorage,Rowan Miller,19.0,Forwards,So,11-May,160.0,2001-10-07,"Scottsdale, Ariz.",71.0,,,,Prince George,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8208
Alaska Anchorage,Porter Schachle,79.0,Forwards,Sr,4-Jun,194.0,2000-11-22,"Wasilla, Alaska",76.0,,,,Vermont,HEA,2023.0,roster_data_2023.csv,,,,,,,,8527
Alaska Anchorage,Riley Thompson,10.0,Forwards,Fr,3-Jun,201.0,2002-08-17,"Orleans, Ont.",75.0,,,,Smiths Falls,CCHL,2023.0,roster_data_2023.csv,,,,,,,,7894
Alaska Anchorage,Adam Tisdale,29.0,Forwards,Gr,10-May,167.0,1998-11-09,"Cochrane, Alb.",70.0,,,,Sacred Heart,AHA,2023.0,roster_data_2023.csv,,,,,,,,9271
Alaska Anchorage,Aiden Westin,22.0,Forwards,Fr,1-Jun,185.0,2002-02-06,"Anchorage, Alaska",73.0,,,,Anchorage,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8086
Alaska Anchorage,Jarred White,86.0,Forwards,Sr,10-May,195.0,1999-05-21,"Edmonton, Alb.",70.0,,,,Western Michigan,NCHC,2023.0,roster_data_2023.csv,,,,,,,,9078
Alaska Anchorage,Joey Lamoreaux,32.0,Goaltenders,Gr,1-Jun,180.0,1999-02-01,"Shorewood, Wis.",73.0,,,,St. Cloud State,NCHC,2023.0,roster_data_2023.csv,,,,,,,,9187
Alaska Anchorage,Greg Orosz,33.0,Goaltenders,Fr,3-Jun,187.0,2002-08-28,"Gyõr, Hungary",75.0,,,,Odessa,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7883
Alaska Anchorage,Jared Whale,30.0,Goaltenders,So,11-May,195.0,2002-11-01,"Calgary, Alb.",71.0,,,,Olds,AJHL,2023.0,roster_data_2023.csv,,,,,,,,7818
Vermont,Eli Barnett,2.0,Defensemen,Fr,6-Jun,227.0,2003-09-16,"Ottawa, Ont.",78.0,,,,Victoria,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7499
Vermont,Ralfs Bergmanis,39.0,Defensemen,So,10-May,175.0,2002-03-13,"Liepaja, Latvia",70.0,,,,Sioux City,USHL,2023.0,roster_data_2023.csv,,,,,,,,8051
Vermont,Jeremie Bucheler,4.0,Defensemen,Gr,4-Jun,218.0,2000-03-31,"St.-Laurent, Que.",76.0,,,,Northeastern,HEA,2023.0,roster_data_2023.csv,,,,,,,,8763
Vermont,Mario Gasparini,10.0,Defensemen,Fr,11-May,182.0,2003-02-28,"Lakeville, Minn.",71.0,,,,Wenatchee,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7699
Vermont,Xavier Henry,20.0,Defensemen,So,5-Jun,216.0,2001-03-20,"Scarborough, Ont.",77.0,,,,Chilliwack,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8409
Vermont,Lucas Jones,28.0,Defensemen,So,4-Jun,205.0,2001-02-24,"Calgary, Alb.",76.0,,,,Fort McMurray,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8433
Vermont,Jack Malinski,25.0,Defensemen,Fr,10-May,165.0,2002-06-23,"Lakeville, Minn.",70.0,,,,Austin,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7949
Vermont,Luca Münzenberger,15.0,Defensemen,Jr,3-Jun,200.0,2002-11-24,"Düsseldorf, Germany",75.0,2021.0,EDM,3.0,Kölner U20,,2023.0,roster_data_2023.csv,,,,,,,,7795
Vermont,Duncan Ramsay,24.0,Defensemen,Fr,5-Jun,204.0,2004-02-08,"Halifax, N.S.",77.0,,,,Chiliwack,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7354
Vermont,Philip Törnqvist,33.0,Defensemen,So,Jun-00,181.0,2001-08-24,"Gothenburg, Sweden",72.0,,,,Wichita Falls,NAHL,2023.0,roster_data_2023.csv,,,,,,,,8252
Vermont,Nick Ahern,37.0,Forwards,Fr,10-May,165.0,2002-12-02,"Chicago, Ill.",70.0,,,,,,2023.0,roster_data_2023.csv,,,,,,,,7787
Vermont,Andrei Buyalsky,12.0,Forwards,Jr,3-Jun,190.0,2000-08-18,"Karaganda, Kazakhstan",75.0,2021.0,COL,3.0,Dubuque,USHL,2023.0,roster_data_2023.csv,,,,,,,,8623
Vermont,Matt Cato,17.0,Forwards,Fr,11-May,180.0,2003-09-15,"Whitby, Ont.",71.0,,,,Trenton,OJHL,2023.0,roster_data_2023.csv,,,,,,,,7500
Vermont,Mateo Dixon,11.0,Forwards,Fr,10-May,185.0,2002-08-19,"Toronto, Ont.",70.0,,,,Coquitlam,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7892
Vermont,Zach Dubinsky,32.0,Forwards,Sr,8-May,175.0,2000-03-14,"Highland Park, Ill.",68.0,,,,Michigan State,B10,2023.0,roster_data_2023.csv,,,,,,,,8780
Vermont,Dawson Good,14.0,Forwards,So,1-Jun,205.0,2002-04-17,"Abbotsford, B.C.",73.0,,,,Chilliwack,BCHL,2023.0,roster_data_2023.csv,,,,,,,,8016
Vermont,Simon Jellus,19.0,Forwards,Jr,3-Jun,202.0,2001-01-18,"Ilava, Slovakia",75.0,,,,Karlskrona HK,,2023.0,roster_data_2023.csv,,,,,,,,8470
Vermont,Massimo Lombardi,18.0,Forwards,So,10-May,195.0,2002-05-18,"Beaconsfield, Que.",70.0,,,,Cowichan Valley,BCHL,2023.0,roster_data_2023.csv,,,,,,,,7985
Vermont,Joel Maatta,9.0,Forwards,Jr,3-Jun,202.0,2002-07-06,"Helsinki, Finland",75.0,2022.0,EDM,7.0,Sioux City,USHL,2023.0,roster_data_2023.csv,,,,,,,,7936
Vermont,Ryan Miotto,23.0,Forwards,Gr,Jun-00,187.0,1999-07-11,"Thorold, Ont.",72.0,,,,Canisius,AHA,2023.0,roster_data_2023.csv,,,,,,,,9027
Vermont,Jens Richards,29.0,Forwards,So,2-Jun,194.0,2002-12-14,"Detroit Lakes, Minn.",74.0,,,,Austin,NAHL,2023.0,roster_data_2023.csv,,,,,,,,7775
Vermont,Daniel Sambuco,21.0,Forwards,Fr,Jun-00,200.0,2003-06-10,"Springfield, Pa.",72.0,,,,Lincoln,USHL,2023.0,roster_data_2023.csv,,,,,,,,7597
Vermont,Thomas Sinclair,26.0,Forwards,So,3-Jun,194.0,2002-12-26,"Toronto, Ont.",75.0,,,,Fargo,USHL,2023.0,roster_data_2023.csv,,,,,,,,7763
Vermont,Timofei Spitserov,13.0,Forwards,Jr,Jun-00,176.0,2002-03-26,"St. Petersburg, Russia",72.0,2020.0,SJS,7.0,Muskegon,USHL,2023.0,roster_data_2023.csv,,,,,,,,8038
Vermont,Chris Theodore,7.0,Forwards,Gr,6-May,178.0,1997-10-15,"Beaconsfield, Que.",66.0,,,,Union,ECAC,2023.0,roster_data_2023.csv,,,,,,,,9661
Vermont,Isak Walther,22.0,Forwards,Jr,3-Jun,179.0,2001-08-02,"Södertälje, Sweden",75.0,,,,Södertälje SK J20,,2023.0,roster_data_2023.csv,,,,,,,,8274
Vermont,Will Zapernick,16.0,Forwards,Sr,10-May,180.0,1999-11-16,"Edmonton, Alb.",70.0,,,,Sherwood Park,AJHL,2023.0,roster_data_2023.csv,,,,,,,,8899
Vermont,Gabe Carriere,35.0,Goaltenders,Sr,2-Jun,185.0,2000-11-05,"Ottawa, Ont.",74.0,,,,Waterloo,USHL,2023.0,roster_data_2023.csv,,,,,,,,8544
Vermont,Connor MacKenzie,1.0,Goaltenders,Fr,Jun-00,190.0,2002-05-10,"Toronto, Ont.",72.0,,,,Grand Prairie,AJHL,2023.0,roster_data_2023.csv,,,,,,,,7993
Vermont,Axel Mangbo,50.0,Goaltenders,Fr,3-Jun,181.0,2003-04-15,"Höganäs, Sweden",75.0,,,,Sioux City,USHL,2023.0,roster_data_2023.csv,,,,,,,,7653
Notre Dame,Drew Bavaro,24.0,Defensemen,Jr,3-Jun,185.0,2000-06-10,"Bradenton, Fla.",75.0,,,,Bentley,AHA,2023.0,roster_data_2023.csv,,,,,,,,8692
