Date,Conference,Home_Team,Home_Team_Link,Home_Score,Away_Team,Away_Team_Link,Away_Score,OT,Game_Notes,Day
1987-10-31,WCHA,Wisconsin,/reports/team/Wisconsin/58,4,Minnesota,/reports/team/Minnesota/34,5,ot,,Saturday
1987-10-31,WCHA,Northern Michigan,/reports/team/Northern-Michigan/42,4,Colorado College,/reports/team/Colorado-College/16,1,,,Saturday
1987-10-31,Non-Conference,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,2,North Dakota,/reports/team/North-Dakota/40,4,,,Saturday
1987-10-31,Non-Conference,Air Force,/reports/team/Air-Force/1,2,St. Cloud State,/reports/team/St-Cloud-State/52,3,,,Saturday
1987-10-31,Non-Conference,Clarkson,/reports/team/Clarkson/14,2,Ohio State,/reports/team/Ohio-State/44,3,,,Saturday
1987-10-31,"Potsdam Tournament (at Maxcy Hall, Potsdam, N.Y.)",Connecticut,/reports/team/Connecticut/17,3,Merrimack,/reports/team/Merrimack/29,7,,,Saturday
1987-10-31,Non-Conf v. NAIA,Mich.-Dearborn,,6,NDSU,,3,,,Saturday
1987-10-31,Exhibition,U.S. International,,,Arizona,,,,,Saturday
1987-10-31,Hockey East,Providence,/reports/team/Providence/46,5,Northeastern,/reports/team/Northeastern/41,3,,,Saturday
1987-10-31,Hockey East,New Hampshire,/reports/team/New-Hampshire/38,2,Boston College,/reports/team/Boston-College/9,6,,,Saturday
1987-10-31,Hockey East,Boston University,/reports/team/Boston-University/10,5,Lowell,/reports/team/Lowell/26,0,,,Saturday
1987-10-31,Non-Conference v. D3,Windsor,,9,Notre Dame,/reports/team/Notre-Dame/43,6,,,Saturday
1987-10-31,Non-Conference v. D3,Babson,,2,RPI,/reports/team/RPI/48,5,,,Saturday
1987-10-31,Non-Conf v. Canadian,Ryerson,,5,Kent State,,2,,,Saturday
1987-11-06,CCHA,Lake Superior,/reports/team/Lake-Superior/24,5,Miami,/reports/team/Miami/30,3,,,Friday
1987-11-06,CCHA,Michigan State,/reports/team/Michigan-State/32,5,Illinois-Chicago,,2,,,Friday
1987-11-06,CCHA,Michigan,/reports/team/Michigan/31,1,Ferris State,/reports/team/Ferris-State/21,3,,,Friday
1987-11-06,CCHA,Ohio State,/reports/team/Ohio-State/44,5,Bowling Green,/reports/team/Bowling-Green/11,5,ot,,Friday
1987-11-06,WCHA,Minnesota,/reports/team/Minnesota/34,4,Northern Michigan,/reports/team/Northern-Michigan/42,5,,,Friday
1987-11-06,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,2,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,6,,,Friday
1987-11-06,WCHA,Denver,/reports/team/Denver/20,2,Wisconsin,/reports/team/Wisconsin/58,3,,,Friday
1987-11-06,WCHA,North Dakota,/reports/team/North-Dakota/40,3,Colorado College,/reports/team/Colorado-College/16,3,ot,,Friday
1987-11-06,Non-Conference,Holy Cross,/reports/team/Holy-Cross/23,2,Army,/reports/team/Army/6,6,,"at Tate Rink, West Point, N.Y.",Friday
1987-11-06,Non-Conference,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,5,St. Cloud State,/reports/team/St-Cloud-State/52,1,,,Friday
1987-11-06,Non-Conference,St. Lawrence,/reports/team/St-Lawrence/53,6,Western Michigan,/reports/team/Western-Michigan/57,7,ot,,Friday
1987-11-06,Non-Conference,Notre Dame,/reports/team/Notre-Dame/43,5,Kent State,,5,ot,,Friday
1987-11-06,Exhibition,Arizona,,,U.S. International,,,,,Friday
1987-11-06,Exhibition,US Olympic,,9,Vermont,/reports/team/Vermont/55,1,,,Friday
1987-11-06,"Cardinal Classic (at Stafford Ice Arena, Plattsburgh, N.Y.)",New England Coll,,2,Plattsburgh,,12,,,Friday
1987-11-06,"RIT Tournament (at Houston Field House, Troy, N.Y.)",Wis.-River Falls,,3,Mich.-Dearborn,,6,,,Friday
1987-11-06,Non-Conference v. D3,St. Scholastica,,3,Air Force,/reports/team/Air-Force/1,11,,,Friday
1987-11-07,CCHA,Michigan State,/reports/team/Michigan-State/32,5,Illinois-Chicago,,2,,,Saturday
1987-11-07,CCHA,Michigan,/reports/team/Michigan/31,8,Ferris State,/reports/team/Ferris-State/21,4,,,Saturday
1987-11-07,CCHA,Lake Superior,/reports/team/Lake-Superior/24,5,Miami,/reports/team/Miami/30,1,,,Saturday
1987-11-07,CCHA,Bowling Green,/reports/team/Bowling-Green/11,8,Ohio State,/reports/team/Ohio-State/44,3,,,Saturday
1987-11-07,Hockey East,Northeastern,/reports/team/Northeastern/41,4,Providence,/reports/team/Providence/46,4,ot,,Saturday
1987-11-07,Hockey East,Boston College,/reports/team/Boston-College/9,4,Boston University,/reports/team/Boston-University/10,3,,,Saturday
1987-11-07,Hockey East,Lowell,/reports/team/Lowell/26,5,Maine,/reports/team/Maine/25,6,ot,,Saturday
1987-11-07,WCHA,Minnesota,/reports/team/Minnesota/34,3,Northern Michigan,/reports/team/Northern-Michigan/42,2,,,Saturday
1987-11-07,WCHA,Denver,/reports/team/Denver/20,3,Wisconsin,/reports/team/Wisconsin/58,7,,,Saturday
1987-11-07,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,5,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,7,,,Saturday
1987-11-07,WCHA,North Dakota,/reports/team/North-Dakota/40,5,Colorado College,/reports/team/Colorado-College/16,2,,,Saturday
1987-11-07,Non-Conference,St. Lawrence,/reports/team/St-Lawrence/53,2,Western Michigan,/reports/team/Western-Michigan/57,1,,,Saturday
1987-11-07,Non-Conference,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,5,St. Cloud State,/reports/team/St-Cloud-State/52,4,,,Saturday
1987-11-07,Non-Conference,Army,/reports/team/Army/6,4,Plattsburgh,,3,ot,,Saturday
1987-11-07,Non-Conference,Notre Dame,/reports/team/Notre-Dame/43,6,Kent State,,6,ot,,Saturday
1987-11-07,Non-Conference v. D3,Guelph,,1,Colgate,/reports/team/Colgate/15,5,,,Saturday
1987-11-07,Non-Conference v. D3,Norwich,,2,Vermont,/reports/team/Vermont/55,5,,,Saturday
1987-11-07,Non-Conference v. D3,Union,/reports/team/Union/54,0,RPI,/reports/team/RPI/48,13,,,Saturday
1987-11-07,Non-Conference v. D3,St. Scholastica,,1,Air Force,/reports/team/Air-Force/1,9,,,Saturday
1987-11-07,"RIT Tournament (at Frank Ritter Memorial Arena, Rochester, N.Y.)",Mich.-Dearborn,,7,RIT,/reports/team/RIT/49,4,,,Saturday
1987-11-07,Exhibition,Dartmouth,/reports/team/Dartmouth/19,3,New Hampshire,/reports/team/New-Hampshire/38,5,,,Saturday
1987-11-07,Exhibition,Brown,/reports/team/Brown/12,1,Merrimack,/reports/team/Merrimack/29,4,,,Saturday
1987-11-07,Exhibition,Arizona,,0,U.S. International,,0,,,Saturday
1987-11-07,Exhibition,Western Ontario,,5,Cornell,/reports/team/Cornell/18,4,ot,,Saturday
1987-11-07,"Cardinal Classic (at Stafford Ice Arena, Plattsburgh, N.Y.)",New England Coll,,4,Holy Cross,/reports/team/Holy-Cross/23,10,,,Saturday
1987-11-13,CCHA,Western Michigan,/reports/team/Western-Michigan/57,1,Lake Superior,/reports/team/Lake-Superior/24,3,,,Friday
1987-11-13,CCHA,Ferris State,/reports/team/Ferris-State/21,4,Ohio State,/reports/team/Ohio-State/44,8,,,Friday
1987-11-13,CCHA,Illinois-Chicago,,3,Bowling Green,/reports/team/Bowling-Green/11,6,,,Friday
1987-11-13,CCHA,Michigan,/reports/team/Michigan/31,3,Michigan State,/reports/team/Michigan-State/32,6,,,Friday
1987-11-13,ECAC,RPI,/reports/team/RPI/48,5,Clarkson,/reports/team/Clarkson/14,6,,,Friday
1987-11-13,ECAC,Harvard,/reports/team/Harvard/22,5,Brown,/reports/team/Brown/12,0,,,Friday
1987-11-13,ECAC,Dartmouth,/reports/team/Dartmouth/19,2,Yale,/reports/team/Yale/59,1,,,Friday
1987-11-13,ECAC,Vermont,/reports/team/Vermont/55,3,St. Lawrence,/reports/team/St-Lawrence/53,9,,,Friday
1987-11-13,ECAC,Cornell,/reports/team/Cornell/18,6,Army,/reports/team/Army/6,2,,,Friday
1987-11-13,ECAC,Colgate,/reports/team/Colgate/15,1,Princeton,/reports/team/Princeton/45,4,,,Friday
1987-11-13,WCHA,Wisconsin,/reports/team/Wisconsin/58,3,North Dakota,/reports/team/North-Dakota/40,4,,,Friday
1987-11-13,Non-Conference,Boston College,/reports/team/Boston-College/9,2,Northern Michigan,/reports/team/Northern-Michigan/42,5,,HE-WC crossover,Friday
1987-11-13,Non-Conference,St. Cloud State,/reports/team/St-Cloud-State/52,1,Miami,/reports/team/Miami/30,8,,,Friday
1987-11-13,Non-Conference,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,7,Providence,/reports/team/Providence/46,7,ot,HE-WC crossover,Friday
1987-11-13,Non-Conference,Minnesota,/reports/team/Minnesota/34,1,Northeastern,/reports/team/Northeastern/41,3,,HE-WC crossover,Friday
1987-11-13,Non-Conference,Air Force,/reports/team/Air-Force/1,1,Colorado College,/reports/team/Colorado-College/16,5,,,Friday
1987-11-13,Non-Conference v. D3,Lake Forest,,4,Notre Dame,/reports/team/Notre-Dame/43,6,,,Friday
1987-11-13,Non-Conference v. D3,Windsor,,8,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,4,,,Friday
1987-11-13,Non-Conf v. NAIA,Kent State,,3,Mich.-Dearborn,,6,,,Friday
1987-11-13,GWHC,U.S. International,,2,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,4,,,Friday
1987-11-14,CCHA,Western Michigan,/reports/team/Western-Michigan/57,6,Lake Superior,/reports/team/Lake-Superior/24,5,ot,,Saturday
1987-11-14,CCHA,Ferris State,/reports/team/Ferris-State/21,3,Ohio State,/reports/team/Ohio-State/44,3,ot,,Saturday
1987-11-14,CCHA,Illinois-Chicago,,5,Bowling Green,/reports/team/Bowling-Green/11,3,,,Saturday
1987-11-14,CCHA,Michigan State,/reports/team/Michigan-State/32,4,Michigan,/reports/team/Michigan/31,6,,,Saturday
1987-11-14,ECAC,Vermont,/reports/team/Vermont/55,5,Clarkson,/reports/team/Clarkson/14,3,,,Saturday
1987-11-14,ECAC,Dartmouth,/reports/team/Dartmouth/19,4,Brown,/reports/team/Brown/12,3,,,Saturday
1987-11-14,ECAC,Harvard,/reports/team/Harvard/22,7,Yale,/reports/team/Yale/59,2,,,Saturday
1987-11-14,ECAC,RPI,/reports/team/RPI/48,5,St. Lawrence,/reports/team/St-Lawrence/53,9,,,Saturday
1987-11-14,ECAC,Colgate,/reports/team/Colgate/15,3,Army,/reports/team/Army/6,0,,,Saturday
1987-11-14,ECAC,Cornell,/reports/team/Cornell/18,6,Princeton,/reports/team/Princeton/45,4,,,Saturday
1987-11-14,Hockey East,Lowell,/reports/team/Lowell/26,7,New Hampshire,/reports/team/New-Hampshire/38,4,,,Saturday
1987-11-14,Hockey East,Boston University,/reports/team/Boston-University/10,5,Maine,/reports/team/Maine/25,7,,,Saturday
1987-11-14,WCHA,Wisconsin,/reports/team/Wisconsin/58,5,North Dakota,/reports/team/North-Dakota/40,4,,,Saturday
1987-11-14,Non-Conference,Minnesota,/reports/team/Minnesota/34,0,Providence,/reports/team/Providence/46,3,,HE-WC crossover,Saturday
1987-11-14,Non-Conference,Boston College,/reports/team/Boston-College/9,7,Michigan Tech,/reports/team/Michigan-Tech/33,8,,HE-WC crossover,Saturday
1987-11-14,Non-Conference,St. Cloud State,/reports/team/St-Cloud-State/52,3,Miami,/reports/team/Miami/30,5,,,Saturday
1987-11-14,Non-Conference,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,3,Northeastern,/reports/team/Northeastern/41,6,,HE-WC crossover,Saturday
1987-11-14,Non-Conference v. D3,Merrimack,/reports/team/Merrimack/29,6,St. Anselm,,2,,,Saturday
1987-11-14,Non-Conference v. D3,Notre Dame,/reports/team/Notre-Dame/43,4,Lake Forest,,3,ot,,Saturday
1987-11-14,Non-Conference v. D3,Windsor,,7,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,6,,,Saturday
1987-11-14,Non-Conf v. NAIA,Kent State,,4,Mich.-Dearborn,,11,,,Saturday
1987-11-14,GWHC,U.S. International,,1,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,6,,,Saturday
1987-11-20,CCHA,Lake Superior,/reports/team/Lake-Superior/24,3,Illinois-Chicago,,3,ot,,Friday
1987-11-20,CCHA,Bowling Green,/reports/team/Bowling-Green/11,8,Ferris State,/reports/team/Ferris-State/21,4,,,Friday
1987-11-20,CCHA,Miami,/reports/team/Miami/30,2,Ohio State,/reports/team/Ohio-State/44,7,,,Friday
1987-11-20,CCHA,Western Michigan,/reports/team/Western-Michigan/57,3,Michigan,/reports/team/Michigan/31,5,,,Friday
1987-11-20,ECAC,Princeton,/reports/team/Princeton/45,3,Harvard,/reports/team/Harvard/22,4,ot,,Friday
1987-11-20,ECAC,Clarkson,/reports/team/Clarkson/14,3,Colgate,/reports/team/Colgate/15,10,,,Friday
1987-11-20,ECAC,Yale,/reports/team/Yale/59,2,Vermont,/reports/team/Vermont/55,4,,,Friday
1987-11-20,ECAC,Brown,/reports/team/Brown/12,6,RPI,/reports/team/RPI/48,7,ot,,Friday
1987-11-20,ECAC,St. Lawrence,/reports/team/St-Lawrence/53,5,Cornell,/reports/team/Cornell/18,3,,,Friday
1987-11-20,ECAC,Army,/reports/team/Army/6,3,Dartmouth,/reports/team/Dartmouth/19,2,,,Friday
1987-11-20,"Merrimack Thanksgiving Classic (at J. Thom Lawler Rink, North Andover, Mass.)",Connecticut,/reports/team/Connecticut/17,2,Merrimack,/reports/team/Merrimack/29,12,,,Friday
1987-11-20,Non-Conf v. NAIA,Mich.-Dearborn,,4,Lake Forest,,2,,,Friday
1987-11-20,Hockey East,Maine,/reports/team/Maine/25,6,Northeastern,/reports/team/Northeastern/41,6,ot,,Friday
1987-11-20,Hockey East,Lowell,/reports/team/Lowell/26,5,Boston College,/reports/team/Boston-College/9,4,,,Friday
1987-11-20,Non-Conference v. D3,63,/reports/team/63/63,2,Notre Dame,/reports/team/Notre-Dame/43,3,,,Friday
1987-11-20,Non-Conference v. D3,Geneseo,,2,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,9,,,Friday
1987-11-20,Non-Conference v. D3,Augsburg,,3,Air Force,/reports/team/Air-Force/1,6,,,Friday
1987-11-20,Non-Conf v. Canadian,Wilfrid Laurier,,5,Kent State,,4,ot,,Friday
1987-11-20,Exhibition,US Olympic,,3,Michigan State,/reports/team/Michigan-State/32,3,ot,,Friday
1987-11-20,WCHA,Colorado College,/reports/team/Colorado-College/16,4,Wisconsin,/reports/team/Wisconsin/58,10,,,Friday
1987-11-20,WCHA,North Dakota,/reports/team/North-Dakota/40,5,Denver,/reports/team/Denver/20,4,,,Friday
1987-11-20,Non-Conference,New Hampshire,/reports/team/New-Hampshire/38,1,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,7,,HE-WC crossover,Friday
1987-11-20,Non-Conference,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,2,Minnesota,/reports/team/Minnesota/34,4,,,Friday
1987-11-21,CCHA,Michigan,/reports/team/Michigan/31,1,Western Michigan,/reports/team/Western-Michigan/57,5,,,Saturday
1987-11-21,CCHA,Lake Superior,/reports/team/Lake-Superior/24,5,Illinois-Chicago,,2,,,Saturday
1987-11-21,CCHA,Bowling Green,/reports/team/Bowling-Green/11,9,Ferris State,/reports/team/Ferris-State/21,6,,,Saturday
1987-11-21,CCHA,Ohio State,/reports/team/Ohio-State/44,1,Miami,/reports/team/Miami/30,6,,,Saturday
1987-11-21,ECAC,St. Lawrence,/reports/team/St-Lawrence/53,5,Colgate,/reports/team/Colgate/15,6,,,Saturday
1987-11-21,ECAC,Army,/reports/team/Army/6,2,Harvard,/reports/team/Harvard/22,6,,,Saturday
1987-11-21,ECAC,Brown,/reports/team/Brown/12,0,Vermont,/reports/team/Vermont/55,7,,,Saturday
1987-11-21,ECAC,Yale,/reports/team/Yale/59,0,RPI,/reports/team/RPI/48,6,,,Saturday
1987-11-21,ECAC,Princeton,/reports/team/Princeton/45,2,Dartmouth,/reports/team/Dartmouth/19,0,,,Saturday
1987-11-21,ECAC,Clarkson,/reports/team/Clarkson/14,2,Cornell,/reports/team/Cornell/18,4,,,Saturday
1987-11-21,Hockey East,Boston University,/reports/team/Boston-University/10,6,Providence,/reports/team/Providence/46,7,ot,,Saturday
1987-11-21,Hockey East,Maine,/reports/team/Maine/25,4,Northeastern,/reports/team/Northeastern/41,2,,,Saturday
1987-11-21,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,4,Northern Michigan,/reports/team/Northern-Michigan/42,4,ot,,Saturday
1987-11-21,WCHA,Colorado College,/reports/team/Colorado-College/16,2,Wisconsin,/reports/team/Wisconsin/58,1,,,Saturday
1987-11-21,WCHA,North Dakota,/reports/team/North-Dakota/40,2,Denver,/reports/team/Denver/20,4,,,Saturday
1987-11-21,"Merrimack Thanksgiving Classic (at J. Thom Lawler Rink, North Andover, Mass.)",Westfield,,,Connecticut,/reports/team/Connecticut/17,,,,Saturday
1987-11-21,"Merrimack Thanksgiving Classic (at J. Thom Lawler Rink, North Andover, Mass.)",New England Coll,,4,Merrimack,/reports/team/Merrimack/29,13,,,Saturday
1987-11-21,Non-Conference v. D3,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,11,Bethel,,0,,,Saturday
1987-11-21,Non-Conference v. D3,63,/reports/team/63/63,6,Notre Dame,/reports/team/Notre-Dame/43,10,,,Saturday
1987-11-21,Non-Conference v. D3,Geneseo,,2,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,3,,,Saturday
1987-11-21,Non-Conference v. D3,Augsburg,,5,Air Force,/reports/team/Air-Force/1,6,,,Saturday
1987-11-21,Non-Conf v. NAIA,Mich.-Dearborn,,5,Lake Forest,,5,ot,,Saturday
1987-11-21,Non-Conf v. Canadian,Wilfrid Laurier,,5,Kent State,,5,ot,,Saturday
1987-11-21,Non-Conference,New Hampshire,/reports/team/New-Hampshire/38,3,Minnesota,/reports/team/Minnesota/34,6,,HE-WC crossover,Saturday
1987-11-27,CCHA,Illinois-Chicago,,7,Miami,/reports/team/Miami/30,6,,,Friday
1987-11-27,CCHA,Michigan,/reports/team/Michigan/31,3,Lake Superior,/reports/team/Lake-Superior/24,5,,,Friday
1987-11-27,CCHA,Western Michigan,/reports/team/Western-Michigan/57,4,Ohio State,/reports/team/Ohio-State/44,5,,,Friday
1987-11-27,CCHA,Michigan State,/reports/team/Michigan-State/32,6,Bowling Green,/reports/team/Bowling-Green/11,3,,,Friday
1987-11-27,GWHC,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,6,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,3,,,Friday
1987-11-27,Non-Conference,Northeastern,/reports/team/Northeastern/41,5,North Dakota,/reports/team/North-Dakota/40,4,ot,HE-WC crossover,Friday
1987-11-27,Non-Conference,Colorado College,/reports/team/Colorado-College/16,3,New Hampshire,/reports/team/New-Hampshire/38,8,,HE-WC crossover,Friday
1987-11-27,Non-Conference,Denver,/reports/team/Denver/20,6,Boston College,/reports/team/Boston-College/9,4,,HE-WC crossover,Friday
1987-11-27,Non-Conference,Michigan Tech,/reports/team/Michigan-Tech/33,7,Lowell,/reports/team/Lowell/26,5,,HE-WC crossover,Friday
1987-11-27,Non-Conference,Providence,/reports/team/Providence/46,2,Wisconsin,/reports/team/Wisconsin/58,5,,,Friday
1987-11-27,Non-Conference,Brown,/reports/team/Brown/12,4,Air Force,/reports/team/Air-Force/1,5,,,Friday
1987-11-27,Non-Conference v. D3,St. Mary's,,6,Lake Forest,,3,,,Friday
1987-11-27,Non-Conference v. D3,RIT,/reports/team/RIT/49,2,Clarkson,/reports/team/Clarkson/14,9,,,Friday
1987-11-27,Non-Conference v. D3,Notre Dame,/reports/team/Notre-Dame/43,7,Canisius,/reports/team/Canisius/13,4,,,Friday
1987-11-27,ECAC,Princeton,/reports/team/Princeton/45,4,Army,/reports/team/Army/6,3,,,Friday
1987-11-27,"Alex Delvecchio Classic (at Michigan-Dearborn Fieldhouse, Dearborn, Mich.)",Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,2,Kent State,,4,,,Friday
1987-11-27,"RPI Holiday Tournament (at Houston Field House, Troy, N.Y.)",McGill,,3,U.S. International,,2,,,Friday
1987-11-27,"RPI Holiday Tournament (at Houston Field House, Troy, N.Y.)",Holy Cross,/reports/team/Holy-Cross/23,1,RPI,/reports/team/RPI/48,7,,,Friday
1987-11-27,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,1,Minnesota,/reports/team/Minnesota/34,6,,,Friday
1987-11-28,CCHA,Illinois-Chicago,,7,Miami,/reports/team/Miami/30,4,,,Saturday
1987-11-28,CCHA,Michigan,/reports/team/Michigan/31,3,Lake Superior,/reports/team/Lake-Superior/24,6,,,Saturday
1987-11-28,CCHA,Western Michigan,/reports/team/Western-Michigan/57,5,Ohio State,/reports/team/Ohio-State/44,3,,,Saturday
1987-11-28,ECAC,Army,/reports/team/Army/6,3,Princeton,/reports/team/Princeton/45,7,,,Saturday
1987-11-28,ECAC,Harvard,/reports/team/Harvard/22,5,Dartmouth,/reports/team/Dartmouth/19,3,,,Saturday
1987-11-28,Non-Conference,Denver,/reports/team/Denver/20,3,New Hampshire,/reports/team/New-Hampshire/38,6,,HE-WC crossover,Saturday
1987-11-28,Non-Conference,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,3,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,3,ot,,Saturday
1987-11-28,Non-Conference,Colorado College,/reports/team/Colorado-College/16,1,Boston University,/reports/team/Boston-University/10,6,,HE-WC crossover,Saturday
1987-11-28,Non-Conference,Michigan Tech,/reports/team/Michigan-Tech/33,7,Maine,/reports/team/Maine/25,4,,HE-WC crossover,Saturday
1987-11-28,Non-Conference,Northern Michigan,/reports/team/Northern-Michigan/42,0,Lowell,/reports/team/Lowell/26,2,,HE-WC crossover,Saturday
1987-11-28,Non-Conference,Brown,/reports/team/Brown/12,3,Air Force,/reports/team/Air-Force/1,7,,,Saturday
1987-11-28,Non-Conference v. D3,Notre Dame,/reports/team/Notre-Dame/43,5,Canisius,/reports/team/Canisius/13,4,,,Saturday
1987-11-28,Non-Conference v. D3,St. Mary's,,,Lake Forest,,,,,Saturday
1987-11-28,Non-Conference v. D3,RIT,/reports/team/RIT/49,3,St. Lawrence,/reports/team/St-Lawrence/53,5,,,Saturday
1987-11-28,"Alex Delvecchio Classic (at Michigan-Dearborn Fieldhouse, Dearborn, Mich.)",Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,4,Iowa State,,5,,,Saturday
1987-11-28,"Alex Delvecchio Classic (at Michigan-Dearborn Fieldhouse, Dearborn, Mich.)",Kent State,,1,Mich.-Dearborn,,4,,,Saturday
1987-11-28,"RPI Holiday Tournament (at Houston Field House, Troy, N.Y.)",Holy Cross,/reports/team/Holy-Cross/23,7,U.S. International,,3,,,Saturday
1987-11-28,"RPI Holiday Tournament (at Houston Field House, Troy, N.Y.)",McGill,,3,RPI,/reports/team/RPI/48,8,,,Saturday
1987-11-28,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,2,Minnesota,/reports/team/Minnesota/34,4,,,Saturday
1987-12-04,CCHA,Ohio State,/reports/team/Ohio-State/44,2,Illinois-Chicago,,4,,,Friday
1987-12-04,CCHA,Bowling Green,/reports/team/Bowling-Green/11,5,Western Michigan,/reports/team/Western-Michigan/57,6,,,Friday
1987-12-04,CCHA,Miami,/reports/team/Miami/30,9,Ferris State,/reports/team/Ferris-State/21,5,,,Friday
1987-12-04,CCHA,Lake Superior,/reports/team/Lake-Superior/24,2,Michigan State,/reports/team/Michigan-State/32,4,,,Friday
1987-12-04,ECAC,Brown,/reports/team/Brown/12,1,Clarkson,/reports/team/Clarkson/14,8,,,Friday
1987-12-04,ECAC,Yale,/reports/team/Yale/59,1,St. Lawrence,/reports/team/St-Lawrence/53,6,,,Friday
1987-12-04,ECAC,Harvard,/reports/team/Harvard/22,3,Cornell,/reports/team/Cornell/18,1,,,Friday
1987-12-04,ECAC,Vermont,/reports/team/Vermont/55,3,Army,/reports/team/Army/6,3,ot,,Friday
1987-12-04,ECAC,RPI,/reports/team/RPI/48,6,Princeton,/reports/team/Princeton/45,5,,,Friday
1987-12-04,WCHA,Northern Michigan,/reports/team/Northern-Michigan/42,3,North Dakota,/reports/team/North-Dakota/40,5,,,Friday
1987-12-04,WCHA,Wisconsin,/reports/team/Wisconsin/58,4,Michigan Tech,/reports/team/Michigan-Tech/33,1,,,Friday
1987-12-04,WCHA,Minnesota,/reports/team/Minnesota/34,5,Denver,/reports/team/Denver/20,3,,,Friday
1987-12-04,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,4,Colorado College,/reports/team/Colorado-College/16,3,,,Friday
1987-12-04,Non-Conference,St. Cloud State,/reports/team/St-Cloud-State/52,3,Providence,/reports/team/Providence/46,4,,,Friday
1987-12-04,Non-Conference,Boston College,/reports/team/Boston-College/9,2,Michigan,/reports/team/Michigan/31,6,,,Friday
1987-12-04,Non-Conference v. D3,Kent State,,4,Lake Forest,,7,,,Friday
1987-12-04,Non-Conference v. D3,Assumption,,1,Alabama-Huntsville,/reports/team/Alabama-Huntsville/2,7,,,Friday
1987-12-04,Non-Conference v. D3,Bethel,,2,Air Force,/reports/team/Air-Force/1,10,,,Friday
1987-12-04,Hockey East,Maine,/reports/team/Maine/25,6,Boston University,/reports/team/Boston-University/10,2,,,Friday
1987-12-04,Non-Conf v. NAIA,Mich.-Dearborn,,3,Notre Dame,/reports/team/Notre-Dame/43,5,,,Friday
1987-12-04,GWHC,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,6,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,4,,,Friday
1987-12-05,CCHA,Bowling Green,/reports/team/Bowling-Green/11,6,Western Michigan,/reports/team/Western-Michigan/57,7,ot,,Saturday
1987-12-05,CCHA,Ohio State,/reports/team/Ohio-State/44,3,Illinois-Chicago,,7,,,Saturday
1987-12-05,CCHA,Miami,/reports/team/Miami/30,6,Ferris State,/reports/team/Ferris-State/21,6,ot,,Saturday
1987-12-05,CCHA,Lake Superior,/reports/team/Lake-Superior/24,4,Michigan State,/reports/team/Michigan-State/32,4,ot,,Saturday
1987-12-05,ECAC,Yale,/reports/team/Yale/59,3,Clarkson,/reports/team/Clarkson/14,4,ot,,Saturday
1987-12-05,ECAC,Brown,/reports/team/Brown/12,3,St. Lawrence,/reports/team/St-Lawrence/53,6,,,Saturday
1987-12-05,ECAC,RPI,/reports/team/RPI/48,8,Army,/reports/team/Army/6,2,,,Saturday
1987-12-05,ECAC,Vermont,/reports/team/Vermont/55,6,Princeton,/reports/team/Princeton/45,3,,,Saturday
1987-12-05,Hockey East,Northeastern,/reports/team/Northeastern/41,5,New Hampshire,/reports/team/New-Hampshire/38,4,ot,,Saturday
1987-12-05,Hockey East,Maine,/reports/team/Maine/25,7,Boston University,/reports/team/Boston-University/10,1,,,Saturday
1987-12-05,WCHA,Northern Michigan,/reports/team/Northern-Michigan/42,8,North Dakota,/reports/team/North-Dakota/40,3,,,Saturday
1987-12-05,WCHA,Wisconsin,/reports/team/Wisconsin/58,4,Michigan Tech,/reports/team/Michigan-Tech/33,2,,,Saturday
1987-12-05,WCHA,Minnesota,/reports/team/Minnesota/34,5,Denver,/reports/team/Denver/20,3,,,Saturday
1987-12-05,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,6,Colorado College,/reports/team/Colorado-College/16,2,,,Saturday
